City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
343,Vao,NC,-22.6667,167.4833,70.03,67,100,16.91,overcast clouds
344,Parrita,CR,9.5201,-84.3225,88.52,73,60,5.7,broken clouds
345,San Patricio,US,28.017,-97.5169,92.05,69,9,16.44,clear sky
346,Santa Fe,AR,-31.6333,-60.7,57.02,61,12,1.01,few clouds
347,Krasnomayskiy,RU,57.6194,34.4099,56.52,83,20,3.96,few clouds
348,Kapit,MY,2.0167,112.9333,72.66,99,100,1.3,light rain
349,Lebu,CL,-37.6167,-73.65,49.46,77,96,3.38,overcast clouds
350,Malanje,AO,-9.5402,16.341,61.48,49,46,2.95,scattered clouds
351,Bilibino,RU,68.0546,166.4372,65.35,43,6,5.82,clear sky
352,Fortuna,US,40.5982,-124.1573,72.48,59,20,5.01,few clouds
353,Yashalta,RU,46.3395,42.2762,56.68,89,95,8.23,overcast clouds
354,Hobyo,SO,5.3505,48.5268,78.35,89,24,24.7,few clouds
355,Obo,CF,5.3998,26.4869,67.03,95,100,4.76,light rain
356,Burnie,AU,-41.0667,145.9167,55.53,87,100,20.29,overcast clouds
357,Finnsnes,NO,69.2296,17.9811,49.96,47,9,4.59,clear sky
358,Shalinskoye,RU,55.7228,93.7594,48.09,85,95,17.98,overcast clouds
359,Vila,PT,42.0304,-8.1588,58.75,82,20,3.83,few clouds
360,Nizhniy Ingash,RU,56.2,96.53,48.18,79,63,12.91,broken clouds
361,Biryusinsk,RU,55.9634,97.8235,47.59,75,82,9.8,broken clouds
362,Scarborough,GB,54.2797,-0.4044,57.02,87,27,2.26,scattered clouds
363,Mandiana,GN,10.6333,-8.6833,86.68,38,0,6.08,clear sky
364,Bathsheba,BB,13.2167,-59.5167,81.21,69,20,20.56,few clouds
365,Tuatapere,NZ,-46.1333,167.6833,49.82,86,20,4.18,few clouds
366,Nieuw Amsterdam,SR,5.8833,-55.0833,82.42,78,40,11.77,scattered clouds
367,Kenai,US,60.5544,-151.2583,69.03,53,1,12.66,clear sky
368,Estacion Coahuila,MX,32.1939,-115.0017,106.97,12,2,1.99,clear sky
369,Ikongo,MG,-21.8833,47.4333,60.26,97,94,2.73,light rain
370,Ilulissat,GL,69.2167,-51.1,39.22,81,83,4.61,broken clouds
371,Arawa,PG,-6.2132,155.5367,80.69,85,96,3.02,light rain
372,Quatre Cocos,MU,-20.2078,57.7625,75.31,84,31,12.55,light rain
373,Gubkinskiy,RU,64.434,76.5026,36.03,67,10,10.22,clear sky
374,Usakos,NA,-22.0,15.6,61.57,34,0,9.69,clear sky
375,Itanhem,BR,-17.1664,-40.33,69.73,77,62,6.2,broken clouds
376,Portland,US,45.5234,-122.6762,64.45,57,90,1.99,overcast clouds
377,Shaunavon,CA,49.6501,-108.4181,65.98,38,74,14.07,broken clouds
378,Amga,RU,60.8953,131.9608,72.36,46,99,9.78,overcast clouds
379,Birin,NP,26.8865,88.0718,61.75,86,8,5.08,clear sky
380,Cururupu,BR,-1.8283,-44.8683,73.74,97,25,3.31,scattered clouds
381,Memphis,US,35.1495,-90.049,76.17,83,90,11.41,overcast clouds
382,Avanigadda,IN,16.0215,80.9181,85.42,72,19,6.06,few clouds
383,Machinga,MW,-15.1685,35.3,58.17,84,76,2.55,broken clouds
384,Acapulco,MX,16.8634,-99.8901,89.42,70,75,10.38,broken clouds
385,Codrington,AU,-38.2667,141.9667,56.16,63,100,21.32,overcast clouds
386,Moerai,PF,-22.4333,-151.3333,73.8,68,79,14.9,broken clouds
387,Komsomolskiy,UZ,40.4272,71.7189,81.82,28,77,6.91,broken clouds
388,La Romana,DO,18.4273,-68.9728,82.13,69,98,15.17,overcast clouds
389,Maloy,NO,61.9353,5.1136,54.0,93,9,6.51,clear sky
390,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,82,90,12.53,overcast clouds
391,Riyadh,SA,24.6877,46.7219,96.85,13,0,6.91,clear sky
392,Kamenskiy,RU,50.8855,45.488,56.95,84,34,5.26,scattered clouds
393,Kenora,CA,49.8167,-94.4337,77.97,57,75,11.5,broken clouds
394,Ouesso,CG,1.6136,16.0517,70.11,93,81,1.95,broken clouds
395,Mto Wa Mbu,TZ,-3.35,35.85,63.45,85,37,1.05,scattered clouds
396,Fare,PF,-16.7,-151.0167,80.62,72,37,9.37,scattered clouds
397,Adre,TD,13.4667,22.2,83.7,39,93,7.11,overcast clouds
398,Shimoda,JP,34.6667,138.95,72.16,85,93,7.25,overcast clouds
399,Carbonia,IT,39.1672,8.5222,66.99,95,2,6.29,clear sky
400,Buritizeiro,BR,-17.3511,-44.9622,75.27,52,91,3.4,overcast clouds
401,Constitucion,CL,-35.3333,-72.4167,52.45,71,100,8.79,overcast clouds
402,Taoudenni,ML,22.6783,-3.9836,103.03,8,89,3.96,overcast clouds
403,Paita,PE,-5.0892,-81.1144,69.57,76,90,15.35,overcast clouds
404,Barentu,ER,15.1139,37.5928,87.13,20,66,2.04,broken clouds
405,Atar,MR,20.5169,-13.0499,96.76,15,9,21.32,clear sky
406,Anloga,GH,5.7947,0.8973,81.39,80,13,13.6,few clouds
407,Narrabri,AU,-30.3167,149.7833,44.53,87,4,0.0,clear sky
408,Kavieng,PG,-2.5744,150.7967,82.29,75,63,6.2,light rain
409,Mount Isa,AU,-20.7333,139.5,56.97,47,0,4.61,clear sky
410,Dunedin,NZ,-45.8742,170.5036,52.81,86,98,1.99,overcast clouds
411,Lichinga,MZ,-13.3128,35.2406,50.68,88,0,6.76,clear sky
412,Isangel,VU,-19.55,169.2667,77.11,61,75,11.36,broken clouds
413,Lincoln,US,40.8,-96.667,86.07,60,1,3.0,clear sky
414,Regina,CA,50.4501,-104.6178,73.4,28,40,28.77,scattered clouds
415,Itarema,BR,-2.9248,-39.9167,77.92,85,30,9.73,scattered clouds
416,Krasnyy Luch,UA,48.1395,38.9371,53.64,92,84,5.73,broken clouds
417,Barsovo,RU,61.1667,73.1667,42.93,64,56,4.85,broken clouds
418,Namatanai,PG,-3.6667,152.4333,81.05,81,100,3.76,light rain
419,Camaguey,CU,21.3808,-77.9169,86.34,66,40,17.27,scattered clouds
420,Soyo,AO,-6.1349,12.3689,75.69,88,23,5.14,few clouds
421,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.41,39,72,4.29,broken clouds
422,Araouane,ML,18.9048,-3.5265,98.15,18,65,9.46,broken clouds
423,Pirot,RS,43.1531,22.5861,63.21,92,100,1.59,overcast clouds
424,Istmina,CO,5.1605,-76.684,75.43,96,100,4.45,overcast clouds
425,Kendallville,US,41.4414,-85.265,86.02,50,40,14.97,scattered clouds
426,Aswan,EG,24.0934,32.907,85.21,14,3,13.6,clear sky
427,Lafia,NG,8.4833,8.5167,76.75,82,72,3.71,light rain
428,Weligama,LK,5.9667,80.4167,78.8,88,93,10.45,overcast clouds
429,Rock Springs,US,41.5875,-109.2029,85.23,15,1,8.01,clear sky
430,Gerardmer,FR,48.0735,6.8779,57.99,97,99,2.35,overcast clouds
431,Alice Springs,AU,-23.7,133.8833,36.95,75,14,3.33,few clouds
432,Belmonte,BR,-15.8631,-38.8828,77.5,87,12,6.82,few clouds
433,Fastovetskaya,RU,45.9189,40.1589,55.58,94,71,9.1,broken clouds
434,Kyra,RU,49.5776,111.9753,57.96,57,97,3.94,overcast clouds
435,Tobe,JP,33.7447,132.7901,70.66,74,75,3.38,broken clouds
436,Iracoubo,GF,5.4802,-53.2011,76.01,87,100,9.01,light rain
437,Valley City,US,46.9233,-98.0032,85.19,28,1,16.11,clear sky
438,Okhotsk,RU,59.3833,143.3,43.52,85,100,1.48,overcast clouds
439,Seoul,KR,37.5683,126.9778,67.57,77,75,3.96,broken clouds
440,Port Shepstone,ZA,-30.7414,30.455,60.87,83,0,15.7,clear sky
441,Jacareacanga,BR,-6.2222,-57.7528,81.37,66,100,0.38,overcast clouds
442,Inirida,CO,3.8653,-67.9239,77.68,93,70,1.9,broken clouds
443,Pundaguitan,PH,6.3711,126.1689,82.08,78,100,7.67,overcast clouds
444,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,77.49,93,77,1.14,broken clouds
445,Buseresere,TZ,-3.0236,31.8747,67.06,64,73,4.88,broken clouds
446,San,ML,13.3034,-4.8956,91.18,34,24,6.69,few clouds
447,Korla,CN,41.7597,86.1469,71.15,38,36,10.4,scattered clouds
448,Chama,CH,47.1821,8.4636,62.06,91,90,0.76,overcast clouds
449,Liverpool,GB,53.4106,-2.9779,62.55,72,0,3.56,clear sky
450,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,20,4.74,few clouds
451,Payo,ID,-3.7508,103.6372,69.85,95,29,1.88,scattered clouds
452,Lluta,PE,-16.0147,-72.0142,57.47,33,3,5.44,clear sky
453,Ajdovscina,SI,45.886,13.9095,66.87,85,99,3.0,overcast clouds
454,Koboko,UG,3.4136,30.9599,62.92,88,54,1.92,broken clouds
455,Keetmanshoop,NA,-26.5833,18.1333,56.32,41,0,11.5,clear sky
456,Ixtapa,MX,20.7,-105.2,85.23,70,40,11.5,scattered clouds
457,Abong Mbang,CM,3.9833,13.1833,67.95,99,99,2.53,overcast clouds
458,Bonnyville,CA,54.2668,-110.735,67.8,46,95,13.65,overcast clouds
459,Churapcha,RU,62.0025,132.4325,61.75,63,98,9.42,overcast clouds
460,Agadez,NE,19.75,10.25,91.45,10,100,10.74,overcast clouds
461,Santiago De Cao,PE,-7.9589,-79.2392,66.33,88,90,10.25,overcast clouds
462,Veraval,IN,20.9,70.3667,84.78,70,15,10.49,few clouds
463,Takoradi,GH,4.8845,-1.7554,79.5,81,8,10.22,clear sky
464,Halifax,CA,44.6453,-63.5724,76.41,70,88,10.36,overcast clouds
465,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.4,96,100,5.23,overcast clouds
466,Walvis Bay,NA,-22.9575,14.5053,76.15,20,0,6.58,clear sky
467,Mayumba,GA,-3.432,10.6554,75.52,93,98,5.48,overcast clouds
468,Jutai,BR,-5.1833,-68.9,77.18,93,72,1.88,broken clouds
469,Agapovka,RU,53.2973,59.1348,51.01,49,25,2.73,scattered clouds
470,Damghan,IR,36.1683,54.348,77.49,37,0,2.06,clear sky
471,Baghdad,IQ,33.3406,44.4009,78.71,27,0,14.52,clear sky
472,Plettenberg Bay,ZA,-34.0527,23.3716,67.95,27,1,11.01,clear sky
473,Monchique,PT,37.3177,-8.5553,70.16,73,0,6.46,clear sky
474,Grand Valley,CA,43.9001,-80.3164,86.88,67,20,8.95,few clouds
475,Esperance,AU,-33.8667,121.9,57.04,60,100,29.04,overcast clouds
476,Ola,RU,59.5833,151.2833,47.59,77,47,2.44,scattered clouds
477,Puerto Narino,CO,-3.7703,-70.3831,82.35,94,96,1.79,overcast clouds
478,Jibuti,DJ,11.5,42.5,85.42,34,37,4.56,scattered clouds
479,General Pico,AR,-35.6566,-63.7568,48.85,51,91,7.9,overcast clouds
480,Urumqi,CN,43.801,87.6005,58.15,55,0,3.29,clear sky
481,Morant Bay,JM,17.8815,-76.4093,88.63,75,15,13.27,few clouds
482,Seuzach,CH,47.5342,8.7261,62.96,93,75,0.65,light intensity drizzle
483,Puksoozero,RU,62.5903,40.6066,48.06,77,85,11.05,overcast clouds
484,Contamana,PE,-7.3333,-75.0167,80.91,79,100,2.73,overcast clouds
485,North Bend,US,43.4065,-124.2243,67.98,55,40,17.27,scattered clouds
486,Skjervoy,NO,70.0311,20.9714,46.98,67,49,2.82,scattered clouds
487,Fuyang,CN,32.9,115.8167,74.98,57,100,4.21,light rain
488,Sangin,AF,32.0728,64.8359,88.57,9,0,7.9,clear sky
489,Grand Gaube,MU,-20.0064,57.6608,75.6,84,13,3.0,few clouds
490,Pascagoula,US,30.3658,-88.5561,80.82,96,90,8.48,heavy intensity rain
491,Miri,MY,4.4148,114.0089,73.54,100,20,4.41,few clouds
492,Carutapera,BR,-1.195,-46.02,75.24,93,15,5.39,heavy intensity rain
493,Derac,HT,19.65,-71.8167,82.35,58,10,19.22,clear sky
494,Yeppoon,AU,-23.1333,150.7333,53.38,72,44,8.97,scattered clouds
495,Kilindoni,TZ,-7.9139,39.6668,79.65,69,6,19.84,clear sky
496,Cooma,AU,-36.2333,149.1333,44.37,75,89,3.56,overcast clouds
497,Pemangkat,ID,1.1667,108.9667,76.96,87,98,5.37,overcast clouds
498,Mufumbwe,ZM,-13.6833,24.8,53.24,67,35,6.35,scattered clouds
499,Yerbogachen,RU,61.2767,108.0108,41.25,59,2,10.89,clear sky
500,Bozoum,CF,6.3193,16.3799,67.51,93,68,3.06,broken clouds
501,Porto Novo,BJ,6.4965,2.6036,84.02,81,88,7.18,overcast clouds
502,Mecca,SA,21.4267,39.8261,86.34,53,25,3.4,scattered clouds
503,Bucerias,MX,20.75,-105.3333,85.98,70,40,8.68,scattered clouds
504,Port Blair,IN,11.6667,92.75,83.88,76,100,12.15,overcast clouds
505,Yuzhnyy,RU,53.2542,83.6936,55.78,62,0,5.48,clear sky
506,Basoko,CD,1.2391,23.616,72.72,92,100,1.83,overcast clouds
507,Nouadhibou,MR,20.931,-17.0347,66.34,84,93,23.94,overcast clouds
508,Oytal,KZ,42.9057,73.2697,72.43,47,100,9.95,overcast clouds
509,Kwakoa,TZ,-3.7667,37.7167,65.64,77,80,1.66,broken clouds
510,Rafai,CF,4.95,23.9167,67.46,99,100,1.14,light rain
511,Makokou,GA,0.5738,12.8642,71.26,96,100,1.23,light rain
512,Hasaki,JP,35.7333,140.8333,70.29,84,100,1.79,overcast clouds
513,Saint-Augustin,CA,51.226,-58.6502,57.13,47,55,7.43,broken clouds
514,Henties Bay,NA,-22.116,14.2845,75.85,45,0,1.86,clear sky
515,Bac Lieu,VN,9.285,105.7244,83.1,74,100,12.93,overcast clouds
516,Boralday,KZ,43.3578,76.8594,60.66,55,75,4.81,broken clouds
517,Houma,US,29.5958,-90.7195,82.0,80,75,10.36,broken clouds
518,Donetsk,UA,48.0,37.8,55.58,91,99,5.73,overcast clouds
519,Tatarsk,RU,55.219,75.9828,53.8,66,0,7.54,clear sky
520,Syracuse,IT,37.0881,15.2792,75.88,56,83,8.84,broken clouds
521,Rundu,NA,-17.9333,19.7667,49.98,56,2,6.93,clear sky
522,Ambanja,MG,-13.6833,48.45,71.01,91,69,1.97,light rain
523,Gibara,CU,21.1097,-76.1317,87.12,73,20,18.39,few clouds
524,Hamilton,US,39.1834,-84.5333,84.83,64,1,1.99,clear sky
525,Lantawan,PH,10.6167,123.9833,74.89,84,100,3.56,overcast clouds
526,Kaabong,UG,3.4836,34.1492,67.33,56,25,9.4,scattered clouds
527,Estreito,BR,-5.7833,-43.25,79.45,52,50,2.46,scattered clouds
528,Deputatskiy,RU,69.3,139.9,41.61,62,7,3.76,clear sky
529,Zhelyabovka,UA,45.3988,34.7578,56.05,87,59,9.55,broken clouds
530,Meulaboh,ID,4.1363,96.1285,74.44,88,100,4.9,overcast clouds
531,Lyaskelya,RU,61.7667,31.0167,56.64,83,90,6.2,overcast clouds
532,Sabha,LY,27.0377,14.4283,83.5,17,60,11.92,broken clouds
533,Kentau,KZ,43.5206,68.5094,75.2,41,21,2.59,few clouds
534,Artvin,TR,41.1667,41.8333,51.08,91,12,2.04,few clouds
535,Luena,AO,-11.7833,19.9167,53.56,65,40,4.56,scattered clouds
536,Te Anau,NZ,-45.4167,167.7167,39.78,89,15,1.19,few clouds
537,Kuandian,CN,40.7286,124.7847,58.57,89,0,2.42,clear sky
538,Buala,SB,-8.145,159.5921,83.25,74,56,7.36,broken clouds
539,Trat,TH,12.5,102.5,75.96,97,97,0.96,heavy intensity rain
540,Iquique,CL,-20.2208,-70.1431,60.84,79,91,7.16,overcast clouds
541,Castlerea,IE,53.7667,-8.5,50.52,76,100,2.28,overcast clouds
542,Nador,MA,35.174,-2.9287,68.25,77,0,4.36,clear sky
543,Gurupi,BR,-11.7292,-49.0686,78.39,42,95,5.19,overcast clouds
544,Flin Flon,CA,54.7682,-101.865,57.04,82,90,10.83,overcast clouds
545,Nizhniy Bestyakh,RU,61.9594,129.9086,56.68,58,20,6.78,few clouds
546,Chimoio,MZ,-19.1164,33.4833,57.06,100,75,6.69,broken clouds
547,Santa Rosa,PH,14.3122,121.1114,83.1,87,100,1.66,overcast clouds
548,Svetlyy,RU,54.675,20.1347,51.85,71,59,4.81,broken clouds
549,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,80.58,50,67,7.49,broken clouds
550,Paso De Los Toros,UY,-32.8167,-56.5167,49.21,76,3,9.01,clear sky
551,Dawei,MM,14.0833,98.2,77.54,92,100,2.3,overcast clouds
552,Altay,CN,47.8667,88.1167,50.77,36,0,7.34,clear sky
553,San Pedro De Macoris,DO,18.4616,-69.2972,77.13,63,88,15.19,overcast clouds
554,Hervey Bay,AU,-25.2986,152.8535,57.31,82,1,3.0,clear sky
555,Sinazongwe,ZM,-17.2614,27.4618,61.45,57,100,3.22,overcast clouds
556,Mapiripan,CO,2.8892,-72.1256,77.76,92,100,5.64,moderate rain
557,Norman Wells,CA,65.282,-126.8329,48.24,81,75,3.44,broken clouds
558,La Ronge,CA,55.1001,-105.2842,62.85,59,75,6.91,broken clouds
559,Wilhelmsburg,AT,48.1057,15.6054,62.62,65,36,4.23,scattered clouds
560,Brookhaven,US,31.5791,-90.4407,73.24,93,42,9.95,scattered clouds
561,Sabancuy,MX,18.9667,-91.1833,91.85,54,46,8.75,scattered clouds
562,Villa Bruzual,VE,9.3328,-69.1208,72.48,94,100,3.78,overcast clouds
563,San Jose,US,37.3394,-121.895,86.09,39,20,14.97,few clouds
564,Dhulian,IN,24.6833,87.9667,89.87,52,92,6.78,overcast clouds
565,Roebourne,AU,-20.7833,117.1333,74.12,58,69,8.5,broken clouds
566,Husavik,IS,66.0449,-17.3389,51.71,71,77,5.3,broken clouds
567,Batemans Bay,AU,-35.7167,150.1833,50.92,79,100,4.45,overcast clouds
568,Yar-Sale,RU,66.8333,70.8333,34.56,90,57,8.79,broken clouds
569,Zyryanovsk,KZ,49.7386,84.2719,44.35,77,0,2.66,clear sky
570,Katangi,IN,23.45,79.7833,83.8,56,45,5.97,scattered clouds
571,Beipiao,CN,41.7919,120.7792,65.57,55,81,2.89,broken clouds
572,Maniitsoq,GL,65.4167,-52.9,40.71,89,100,4.7,overcast clouds
573,Buta,CD,2.7858,24.73,70.2,91,95,0.51,light rain
574,Yarmouth,US,41.7057,-70.2286,89.58,48,1,5.99,clear sky
575,Yeniseysk,RU,58.4497,92.1703,53.83,95,100,9.04,overcast clouds
576,Tawau,MY,4.2498,117.8871,75.33,89,100,4.41,overcast clouds
577,Talakan,RU,50.3167,130.3667,60.21,68,11,2.55,few clouds
578,Mount Pleasant,US,32.7941,-79.8626,81.07,87,20,4.0,mist
579,Berdigestyakh,RU,62.0989,126.6992,45.57,92,100,8.41,light rain
580,Great Falls,US,47.5002,-111.3008,66.69,24,1,1.99,clear sky
581,Gat,IL,31.61,34.7642,70.48,72,0,1.66,clear sky
582,Rawson,AR,-43.3002,-65.1023,50.58,48,48,20.65,scattered clouds
583,Northam,GB,51.0333,-4.2167,57.29,93,19,3.47,few clouds
584,Teseney,ER,15.11,36.6575,94.26,19,99,8.95,overcast clouds
585,San Miguel,SV,13.4833,-88.1833,90.93,52,37,6.8,scattered clouds
586,Semnan,IR,35.5729,53.3971,82.44,14,0,2.21,clear sky
587,Aurora,US,39.7294,-104.8319,86.65,23,75,14.97,broken clouds
588,Sotouboua,TG,8.5667,0.9833,77.34,74,74,8.48,broken clouds
589,La Grande,US,45.3246,-118.0877,59.0,49,96,5.44,overcast clouds
590,Emerald,AU,-23.5333,148.1667,56.34,50,0,10.36,clear sky
591,Shelburne,CA,44.0787,-80.2041,86.49,69,11,9.98,few clouds
592,Mehamn,NO,71.0357,27.8492,39.6,69,6,0.94,clear sky
593,Jega,NG,12.2175,4.3792,81.37,61,100,13.42,light rain
594,Rio Gallegos,AR,-51.6226,-69.2181,39.25,65,0,9.22,clear sky
595,Chesma,RU,53.8111,60.6533,56.16,51,19,2.13,few clouds
596,Palmer,US,42.1584,-72.3287,92.1,42,75,6.76,broken clouds
597,Eirunepe,BR,-6.6603,-69.8736,78.4,88,76,2.24,broken clouds
598,Lovozero,RU,68.005,35.0117,39.79,68,6,3.87,clear sky
599,Yumen,CN,40.2833,97.2,58.3,23,78,12.15,broken clouds
600,Saucillo,MX,28.0167,-105.2833,98.89,8,30,10.47,scattered clouds
601,Nyurba,RU,63.2842,118.3319,47.97,74,100,10.42,light rain
602,Alcudia,ES,39.8532,3.1214,68.25,77,2,7.99,clear sky
603,Bhag,PK,29.0415,67.8239,96.96,34,0,6.87,clear sky
604,Peniche,PT,39.3558,-9.3811,61.72,85,0,17.13,clear sky
605,Haines Junction,CA,60.7522,-137.5108,58.95,47,100,8.05,overcast clouds
606,Pitimbu,BR,-7.4706,-34.8086,73.99,83,39,11.9,scattered clouds
607,Nattam,IN,10.2333,78.2333,80.02,77,91,2.35,overcast clouds
608,Kurush,RU,41.2841,47.8345,37.29,93,93,7.23,overcast clouds
609,Washington,US,47.5001,-120.5015,56.48,48,100,5.77,overcast clouds
610,Arlit,NE,18.7369,7.3853,94.51,12,43,11.45,scattered clouds
611,Rio Grande,BR,-32.035,-52.0986,51.91,69,100,11.34,overcast clouds
612,Bulawayo,ZW,-20.15,28.5833,46.71,82,0,12.12,clear sky
613,Zhanakorgan,KZ,43.9098,67.2495,75.06,51,0,3.24,clear sky
614,Kamenka,RU,51.3223,42.7678,54.45,93,55,6.93,broken clouds
615,Sulangan,PH,11.1373,123.7228,82.65,71,100,6.06,overcast clouds
616,Bitam,GA,2.076,11.5007,68.54,99,99,1.72,moderate rain
617,La Rioja,ES,42.25,-2.5,55.04,85,8,5.01,clear sky
618,Svetlogorsk,BY,52.6333,29.7333,55.44,94,64,6.17,broken clouds
619,Victor Harbor,AU,-35.5667,138.6167,62.47,74,88,3.0,overcast clouds
620,Sestri Levante,IT,44.2732,9.3968,68.61,82,94,1.01,overcast clouds
621,Addanki,IN,15.8167,79.9833,85.1,69,10,6.8,clear sky
622,Pandaria,IN,22.2333,81.4167,85.01,51,6,3.96,clear sky
623,Ileanda,RO,47.3333,23.6333,57.9,87,6,0.45,clear sky
624,Forest,US,37.3638,-79.2897,90.0,56,75,3.0,broken clouds
625,Lamu,KE,-2.2717,40.902,77.23,83,37,19.37,light rain
626,Wanlaweyn,SO,2.6185,44.8938,75.96,86,84,13.27,broken clouds
627,Ahipara,NZ,-35.1667,173.1667,59.49,89,100,11.77,light rain
628,Phuket,TH,8.0,98.25,87.01,74,40,14.18,scattered clouds
629,Sitamau,IN,24.0167,75.35,84.42,52,37,10.76,scattered clouds
630,Penzberg,DE,47.75,11.3833,61.9,95,100,2.57,light rain
631,Mpika,ZM,-11.8343,31.4529,54.7,73,99,7.23,overcast clouds
632,Naryan-Mar,RU,67.6713,53.087,34.03,79,92,13.06,overcast clouds
633,Huntington,US,38.4193,-82.4452,84.45,69,1,4.03,clear sky
634,Sioux Lookout,CA,50.1001,-91.917,77.38,65,90,13.8,overcast clouds
635,Sterling,US,39.0062,-77.4286,93.42,49,75,1.01,broken clouds
636,Nakonde,ZM,-9.3421,32.745,51.46,96,18,6.87,few clouds
637,Turka,UA,49.1541,23.0297,53.8,91,9,1.32,clear sky
638,Arzgir,RU,45.3728,44.2206,62.51,74,100,8.81,light rain
639,Mokolo,CM,10.7398,13.8019,83.08,46,98,3.56,overcast clouds
640,Peruibe,BR,-24.32,-46.9983,69.53,92,75,4.29,broken clouds
641,Jvari,GE,42.7169,42.052,50.25,94,95,0.89,overcast clouds
642,San Vicente,AR,-26.6167,-54.1333,59.22,97,100,2.8,light rain
643,Ovalle,CL,-30.5983,-71.2003,64.9,58,63,4.07,broken clouds
644,Hay River,CA,60.8156,-115.7999,49.98,53,75,13.8,broken clouds
645,Charters Towers,AU,-20.1,146.2667,60.48,79,42,8.81,scattered clouds
646,Balkanabat,TM,39.5108,54.3671,75.18,54,0,9.66,clear sky
647,Maceio,BR,-9.6658,-35.7353,78.24,83,20,8.12,few clouds
648,Ucluelet,CA,48.9329,-125.5528,52.09,90,100,12.62,light rain
649,Hami,CN,42.8,93.45,64.65,16,39,13.2,scattered clouds
650,Hualmay,PE,-11.0964,-77.6139,66.81,76,36,10.96,scattered clouds
651,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.44,85,100,14.54,overcast clouds
652,Sambava,MG,-14.2667,50.1667,70.99,88,30,9.6,scattered clouds
653,Chuchkovo,RU,54.2693,41.4465,53.69,95,41,4.88,scattered clouds
654,Erenhot,CN,43.6475,111.9767,67.68,34,79,7.36,broken clouds
655,Likasi,CD,-10.9814,26.7333,56.71,67,100,3.67,overcast clouds
656,Kieta,PG,-6.2167,155.6333,81.21,82,97,4.59,light rain
657,Kaya,BF,13.0917,-1.0844,94.66,32,34,6.8,scattered clouds
658,Chivor,CO,4.8856,-73.3689,61.63,96,96,1.43,overcast clouds
659,Sibolga,ID,1.7427,98.7792,74.84,79,82,3.67,broken clouds
660,Alampur,IN,15.8833,78.15,83.95,62,79,11.81,broken clouds
661,Basco,PH,20.4487,121.9702,83.66,75,100,10.6,overcast clouds
662,Kamaishi,JP,39.2667,141.8833,67.89,69,100,5.17,overcast clouds
663,Chickasha,US,35.0526,-97.9364,84.52,69,1,10.36,clear sky
664,Zhanaozen,KZ,43.3,52.8,68.25,52,0,9.08,clear sky
665,Rewari,IN,28.1833,76.6167,93.0,30,6,5.57,clear sky
666,Biltine,TD,14.5333,20.9167,89.65,17,80,3.74,broken clouds
667,Batagay,RU,67.6333,134.6333,52.16,43,81,6.8,broken clouds
668,Lubango,AO,-14.9172,13.4925,54.43,48,35,3.8,scattered clouds
669,Menongue,AO,-14.6585,17.691,51.75,59,52,4.56,broken clouds
670,Olinda,BR,-8.0089,-34.8553,78.53,69,40,11.56,scattered clouds
671,Gavrilovka Vtoraya,RU,52.877,42.7663,54.43,94,25,5.3,scattered clouds
672,Aberfoyle,AU,-30.2667,152.0167,41.47,65,1,1.86,clear sky
673,Arman,RU,59.7,150.1667,49.77,72,86,2.24,overcast clouds
674,Mantua,IT,45.1667,10.7833,68.95,89,100,1.99,overcast clouds
675,Cuenca,EC,-2.8833,-78.9833,64.53,59,75,10.36,light rain
676,Taltal,CL,-25.4,-70.4833,61.3,78,20,5.19,few clouds
677,Reconquista,AR,-29.15,-59.65,59.67,52,7,12.01,clear sky
678,Nelson,NZ,-41.2833,173.2833,57.29,94,100,1.99,light rain
679,Gizo,SB,-8.103,156.8419,82.29,77,26,5.91,scattered clouds
680,Bairnsdale,AU,-37.8333,147.6167,53.71,79,99,7.05,overcast clouds
681,Matagami,CA,49.7502,-77.6328,84.31,39,1,9.46,clear sky
682,Bethanien,NA,-26.502,17.1583,55.92,35,0,15.23,clear sky
683,Benjamin Aceval,PY,-24.9667,-57.5667,68.59,95,79,6.31,broken clouds
684,Truckee,US,39.328,-120.1833,83.55,30,1,20.71,clear sky
685,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,65.43,82,83,3.18,broken clouds
