City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Ancud,CL,2021-06-06 16:52:07,-41.8697,-73.8203,50.43,77,100,11.05
261,Mimongo,GA,2021-06-06 16:52:07,-1.6195,11.6068,73.11,92,59,1.28
262,Sibolga,ID,2021-06-06 16:52:08,1.7427,98.7792,76.08,80,7,3.67
263,Mozarlandia,BR,2021-06-06 16:52:08,-14.7447,-50.5706,92.41,28,91,4.65
264,Alakurtti,RU,2021-06-06 16:52:08,66.9672,30.3491,64.63,28,8,7.83
265,Kiunga,PG,2021-06-06 16:52:09,-6.1219,141.2906,73.08,100,98,1.16
266,Concepcion Del Uruguay,AR,2021-06-06 16:51:00,-32.4825,-58.2372,58.98,55,1,4.0
267,Korla,CN,2021-06-06 16:52:09,41.7597,86.1469,75.27,37,80,17.16
268,Acarau,BR,2021-06-06 16:52:10,-2.8856,-40.12,84.96,66,31,8.19
269,Rockhampton,AU,2021-06-06 16:52:10,-23.3833,150.5,48.09,81,14,0.0
270,Luderitz,NA,2021-06-06 16:52:11,-26.6481,15.1594,64.62,43,0,2.35
271,Sitka,US,2021-06-06 16:52:11,57.0531,-135.33,49.89,81,90,3.44
272,Anadyr,RU,2021-06-06 16:52:11,64.75,177.4833,43.3,65,20,5.99
273,Ocara,BR,2021-06-06 16:52:12,-4.4908,-38.5967,83.48,62,69,3.65
274,Zhigansk,RU,2021-06-06 16:52:12,66.7697,123.3711,46.99,43,49,8.84
275,Olafsvik,IS,2021-06-06 16:52:12,64.8945,-23.7142,47.53,87,99,6.24
276,Yako,BF,2021-06-06 16:52:13,12.9667,-2.2667,104.99,18,12,13.4
277,Torbay,CA,2021-06-06 16:52:13,47.6666,-52.7314,58.87,94,90,12.66
278,Saint-Philippe,RE,2021-06-06 16:52:13,-21.3585,55.7679,72.99,84,77,13.4
279,Calabozo,VE,2021-06-06 16:52:13,8.9242,-67.4293,81.75,67,95,9.78
280,Weihe,CN,2021-06-06 16:52:14,32.9952,105.3247,61.48,73,99,2.86
281,Belaya Gora,RU,2021-06-06 16:52:14,68.5333,146.4167,37.45,93,100,8.34
282,Altus,US,2021-06-06 16:52:14,34.6381,-99.334,80.67,64,75,11.5
283,Bambous Virieux,MU,2021-06-06 16:52:15,-20.3428,57.7575,73.65,88,20,8.93
284,Kirakira,SB,2021-06-06 16:52:15,-10.4544,161.9205,79.47,84,47,8.61
285,Caravelas,BR,2021-06-06 16:52:16,-17.7125,-39.2481,80.15,64,17,7.36
286,Praia,CV,2021-06-06 16:52:16,14.9215,-23.5087,82.94,54,0,24.16
287,Goderich,CA,2021-06-06 16:50:22,43.7501,-81.7165,86.04,53,86,13.8
288,Nome,US,2021-06-06 16:52:16,64.5011,-165.4064,36.16,93,90,8.05
289,Carnarvon,AU,2021-06-06 16:52:17,-24.8667,113.6333,62.67,77,40,9.22
290,Auki,SB,2021-06-06 16:52:17,-8.7676,160.7034,77.02,86,3,3.27
291,Necochea,AR,2021-06-06 16:52:17,-38.5473,-58.7368,57.04,51,51,2.06
292,Jintur,IN,2021-06-06 16:52:18,19.6167,76.7,86.74,56,92,8.23
293,Esna,EG,2021-06-06 16:52:18,25.2934,32.554,96.82,9,0,10.92
294,Laguna,US,2021-06-06 16:52:19,38.421,-121.4238,84.04,50,1,3.0
